Numero de entrada en el vocabulario,palabra,Positiva,Negativa,Frecuencia_Total
5215,pricingcons,1.0,0.0,1.0
5216,whatsoever,29.0,2.0,31.0
5217,whether,20.0,4.0,24.0
5218,trendformatted,1.0,0.0,1.0
5219,numerous,3.0,4.0,7.0
5220,hate,12.0,1.0,13.0
5221,expectations,11.0,3.0,14.0
5222,banking,0.0,1.0,1.0
5223,confident,8.0,3.0,11.0
5224,noname,6.0,1.0,7.0
5225,photomusic,1.0,0.0,1.0
5226,representing,0.0,1.0,1.0
5227,funciono,1.0,0.0,1.0
5228,proud,1.0,0.0,1.0
5229,semicommonmust,1.0,0.0,1.0
5230,learned,6.0,4.0,10.0
5231,seemlessly,1.0,0.0,1.0
5232,pert,1.0,0.0,1.0
5233,served,5.0,1.0,6.0
5234,mucho,2.0,0.0,2.0
5235,youve,9.0,3.0,12.0
5236,itworks,1.0,0.0,1.0
5237,corrupt,13.0,6.0,19.0
5238,computerslaptops,1.0,0.0,1.0
5239,lot,217.0,36.0,253.0
5240,evo,21.0,3.0,24.0
5241,lens,1.0,0.0,1.0
5242,crime,1.0,0.0,1.0
5243,quadrupled,2.0,0.0,2.0
5244,onedog,1.0,0.0,1.0
5245,siimple,1.0,0.0,1.0
5246,ativpc,1.0,0.0,1.0
5247,wouldnt,42.0,19.0,61.0
5248,worksthat,1.0,0.0,1.0
5249,disneyworld,1.0,0.0,1.0
5250,ltd,1.0,0.0,1.0
5251,package,54.0,7.0,61.0
5252,fomatted,1.0,0.0,1.0
5253,gl,1.0,0.0,1.0
5254,bays,1.0,0.0,1.0
5255,catch,3.0,0.0,3.0
5256,server,3.0,0.0,3.0
5257,caused,7.0,8.0,15.0
5258,memoria,1.0,0.0,1.0
5259,browsing,2.0,0.0,2.0
5260,adaquate,1.0,0.0,1.0
5261,chunk,1.0,0.0,1.0
5262,swim,1.0,0.0,1.0
5263,secs,0.0,1.0,1.0
5264,spin,1.0,0.0,1.0
5265,address,2.0,1.0,3.0
5266,elseas,1.0,0.0,1.0
5267,hearts,3.0,0.0,3.0
5268,floppy,1.0,0.0,1.0
5269,reviewthis,1.0,0.0,1.0
5270,encryption,2.0,0.0,2.0
5271,greatsandisk,1.0,0.0,1.0
5272,cheapwhile,0.0,1.0,1.0
5273,sheds,1.0,0.0,1.0
5274,envy,3.0,0.0,3.0
5275,equal,6.0,1.0,7.0
5276,puppy,3.0,0.0,3.0
5277,women,1.0,0.0,1.0
5278,truthfully,1.0,0.0,1.0
5279,fosse,1.0,0.0,1.0
5280,summery,1.0,0.0,1.0
5281,memorynote,2.0,0.0,2.0
5282,cat,1.0,0.0,1.0
5283,musica,1.0,0.0,1.0
5284,asian,2.0,0.0,2.0
5285,fishy,0.0,1.0,1.0
5286,gb,935.0,131.0,1066.0
5287,cheapest,12.0,0.0,12.0
5288,carpc,1.0,0.0,1.0
5289,adapterpretty,1.0,0.0,1.0
5290,question,9.0,0.0,9.0
5291,kythe,0.0,1.0,1.0
5292,crafting,1.0,0.0,1.0
5293,snatched,1.0,0.0,1.0
5294,improveincrease,1.0,0.0,1.0
5295,tonight,0.0,1.0,1.0
5296,capacitywas,1.0,0.0,1.0
5297,seemingly,2.0,0.0,2.0
5298,labeling,1.0,0.0,1.0
5299,regularity,0.0,1.0,1.0
5300,instantaneously,1.0,1.0,2.0
5301,actual,21.0,6.0,27.0
5302,cardsfirst,0.0,1.0,1.0
5303,affecting,1.0,1.0,2.0
5304,favorite,8.0,0.0,8.0
5305,pickup,1.0,0.0,1.0
5306,aint,3.0,0.0,3.0
5307,similar,20.0,9.0,29.0
5308,leverage,1.0,0.0,1.0
5309,datastorage,1.0,0.0,1.0
5310,reminded,1.0,0.0,1.0
5311,xdsc,0.0,1.0,1.0
5312,earlier,9.0,0.0,9.0
5313,fairness,3.0,0.0,3.0
5314,largely,0.0,1.0,1.0
5315,offload,4.0,0.0,4.0
5316,recommendfor,1.0,0.0,1.0
5317,proven,10.0,1.0,11.0
5318,mobile,50.0,8.0,58.0
5319,detect,5.0,4.0,9.0
5320,onnote,1.0,0.0,1.0
5321,separate,6.0,2.0,8.0
5322,yethighly,1.0,0.0,1.0
5323,phonethe,7.0,1.0,8.0
5324,doesntpopped,1.0,0.0,1.0
5325,intermittently,2.0,4.0,6.0
5326,offer,15.0,4.0,19.0
5327,measuring,1.0,0.0,1.0
5328,occurring,0.0,1.0,1.0
5329,gate,1.0,0.0,1.0
5330,properties,1.0,0.0,1.0
5331,nuisance,1.0,1.0,2.0
5332,provided,17.0,1.0,18.0
5333,monthsthe,1.0,0.0,1.0
5334,howeverits,1.0,0.0,1.0
5335,inmotorola,1.0,0.0,1.0
5336,technologyprice,1.0,0.0,1.0
5337,sandiskand,0.0,1.0,1.0
5338,survived,3.0,0.0,3.0
5339,toward,1.0,1.0,2.0
5340,pastusing,1.0,0.0,1.0
5341,quick,101.0,13.0,114.0
5342,nicely,15.0,2.0,17.0
5343,podcatcher,1.0,0.0,1.0
5344,feeding,1.0,0.0,1.0
5345,files,250.0,56.0,306.0
5346,productand,1.0,0.0,1.0
5347,brown,1.0,0.0,1.0
5348,killing,1.0,0.0,1.0
5349,spoken,1.0,0.0,1.0
5350,gsnot,0.0,1.0,1.0
5351,speedsnext,1.0,0.0,1.0
5352,micros,2.0,0.0,2.0
5353,pcbeen,1.0,0.0,1.0
5354,greatif,1.0,0.0,1.0
5355,bottom,8.0,1.0,9.0
5356,cardsof,0.0,1.0,1.0
5357,itprice,1.0,0.0,1.0
5358,ahead,9.0,2.0,11.0
5359,storyi,1.0,0.0,1.0
5360,peppy,1.0,0.0,1.0
5361,needsi,1.0,0.0,1.0
5362,suggestion,1.0,0.0,1.0
5363,sdcards,1.0,0.0,1.0
5364,tossed,1.0,0.0,1.0
5365,usedthat,1.0,0.0,1.0
5366,cameraguys,0.0,1.0,1.0
5367,potentially,2.0,0.0,2.0
5368,lasts,3.0,5.0,8.0
5369,capability,14.0,1.0,15.0
5370,weary,1.0,1.0,2.0
5371,plinking,1.0,0.0,1.0
5372,podcasts,6.0,0.0,6.0
5373,categories,1.0,0.0,1.0
5374,minor,10.0,3.0,13.0
5375,workingthe,0.0,1.0,1.0
5376,knowsi,0.0,1.0,1.0
5377,hat,1.0,0.0,1.0
5378,billing,3.0,0.0,3.0
5379,surfing,1.0,0.0,1.0
5380,placing,4.0,1.0,5.0
5381,upped,0.0,2.0,2.0
5382,writr,0.0,1.0,1.0
5383,evolve,1.0,0.0,1.0
5384,incar,1.0,1.0,2.0
5385,goproits,1.0,0.0,1.0
5386,disk,99.0,20.0,119.0
5387,music,477.0,41.0,518.0
5388,soaked,2.0,0.0,2.0
5389,pixels,3.0,0.0,3.0
5390,overall,23.0,3.0,26.0
5391,fault,17.0,12.0,29.0
5392,n,10.0,1.0,11.0
5393,protection,2.0,1.0,3.0
5394,luckbtw,0.0,1.0,1.0
5395,interruptions,1.0,0.0,1.0
5396,mechanical,1.0,0.0,1.0
5397,bypassing,1.0,0.0,1.0
5398,tf,14.0,2.0,16.0
5399,gosh,1.0,0.0,1.0
5400,ssg,1.0,0.0,1.0
5401,outcome,1.0,0.0,1.0
5402,mixed,3.0,0.0,3.0
5403,chews,1.0,0.0,1.0
5404,penciled,0.0,1.0,1.0
5405,hrmin,1.0,0.0,1.0
5406,harm,0.0,1.0,1.0
5407,clear,12.0,1.0,13.0
5408,kept,21.0,15.0,36.0
5409,copiesit,1.0,0.0,1.0
5410,regretted,0.0,1.0,1.0
5411,unfortunatey,0.0,1.0,1.0
5412,relive,1.0,0.0,1.0
5413,flexibility,8.0,1.0,9.0
5414,needless,3.0,2.0,5.0
5415,quck,1.0,0.0,1.0
5416,already,53.0,18.0,71.0
5417,whyi,1.0,0.0,1.0
5418,adapters,21.0,6.0,27.0
5419,samsug,1.0,0.0,1.0
5420,storageconsill,1.0,0.0,1.0
5421,non,6.0,2.0,8.0
5422,hchigh,1.0,0.0,1.0
5423,safely,5.0,0.0,5.0
5424,managementthe,1.0,0.0,1.0
5425,fingernailsized,1.0,0.0,1.0
5426,refusing,1.0,0.0,1.0
5427,ridiculousdo,0.0,1.0,1.0
5428,throttling,0.0,1.0,1.0
5429,chunks,1.0,1.0,2.0
5430,difficulty,4.0,0.0,4.0
5431,formatnote,1.0,0.0,1.0
5432,justreleased,0.0,1.0,1.0
5433,mysony,2.0,0.0,2.0
5434,labelof,0.0,1.0,1.0
5435,hang,1.0,2.0,3.0
5436,bluetoothcompatible,1.0,0.0,1.0
5437,tutto,1.0,0.0,1.0
5438,usecopying,0.0,1.0,1.0
5439,reassemble,1.0,0.0,1.0
5440,megabyte,1.0,1.0,2.0
5441,latent,1.0,0.0,1.0
5442,rd,6.0,7.0,13.0
5443,reduced,3.0,0.0,3.0
5444,sensitive,3.0,1.0,4.0
5445,cardnow,1.0,0.0,1.0
5446,enemies,1.0,0.0,1.0
5447,round,1.0,0.0,1.0
5448,resolves,1.0,0.0,1.0
5449,brings,6.0,0.0,6.0
5450,gtpand,1.0,0.0,1.0
5451,anymoreone,1.0,0.0,1.0
5452,playeras,1.0,0.0,1.0
5453,pixelated,1.0,0.0,1.0
5454,issuei,0.0,1.0,1.0
5455,instead,52.0,21.0,73.0
5456,copies,9.0,2.0,11.0
5457,weeksso,1.0,0.0,1.0
5458,storagegb,1.0,0.0,1.0
5459,unmodified,0.0,1.0,1.0
5460,finerecomended,1.0,0.0,1.0
5461,carcam,2.0,0.0,2.0
5462,smartphonethe,1.0,0.0,1.0
5463,bublbe,1.0,0.0,1.0
5464,solved,11.0,2.0,13.0
5465,compacity,1.0,0.0,1.0
5466,amis,1.0,0.0,1.0
5467,wide,3.0,0.0,3.0
5468,players,11.0,2.0,13.0
5469,variance,1.0,0.0,1.0
5470,deliver,2.0,1.0,3.0
5471,partits,1.0,0.0,1.0
5472,hero,143.0,17.0,160.0
5473,parcel,1.0,0.0,1.0
5474,despite,2.0,4.0,6.0
5475,conspros,1.0,0.0,1.0
5476,charged,3.0,1.0,4.0
5477,mid,2.0,1.0,3.0
5478,ago,35.0,19.0,54.0
5479,earful,1.0,0.0,1.0
5480,nylon,1.0,0.0,1.0
5481,triple,1.0,0.0,1.0
5482,sorely,0.0,1.0,1.0
5483,dallows,1.0,0.0,1.0
5484,guy,20.0,2.0,22.0
5485,examples,0.0,1.0,1.0
5486,tried,69.0,76.0,145.0
5487,hog,2.0,0.0,2.0
5488,directlythese,1.0,0.0,1.0
5489,seven,1.0,0.0,1.0
5490,painoverall,1.0,0.0,1.0
5491,likerecommend,1.0,0.0,1.0
5492,especially,43.0,7.0,50.0
5493,catches,0.0,1.0,1.0
5494,attaches,1.0,0.0,1.0
5495,surf,1.0,0.0,1.0
5496,gf,2.0,0.0,2.0
5497,take,195.0,16.0,211.0
5498,satisfied,48.0,2.0,50.0
5499,recognize,32.0,26.0,58.0
5500,enoughalso,1.0,0.0,1.0
5501,space,401.0,8.0,409.0
5502,smaller,38.0,4.0,42.0
5503,stuttered,1.0,0.0,1.0
5504,gallaxy,2.0,0.0,2.0
5505,stupid,4.0,0.0,4.0
5506,high,134.0,13.0,147.0
5507,storageplus,1.0,0.0,1.0
5508,corrected,0.0,1.0,1.0
5509,peripheral,2.0,0.0,2.0
5510,incompatible,1.0,2.0,3.0
5511,half,33.0,19.0,52.0
5512,states,3.0,1.0,4.0
5513,crystalmark,1.0,0.0,1.0
5514,smashing,1.0,0.0,1.0
5515,nds,1.0,0.0,1.0
5516,slides,4.0,0.0,4.0
5517,promotion,1.0,0.0,1.0
5518,classe,1.0,0.0,1.0
5519,severend,0.0,1.0,1.0
5520,thisthe,1.0,0.0,1.0
5521,qwerty,1.0,0.0,1.0
5522,backed,7.0,11.0,18.0
5523,mexico,4.0,0.0,4.0
5524,happened,8.0,17.0,25.0
5525,competition,4.0,0.0,4.0
5526,shouldntwouldnt,1.0,0.0,1.0
5527,cuhs,11.0,1.0,12.0
5528,storagea,1.0,0.0,1.0
5529,suckswasted,0.0,1.0,1.0
5530,presumed,0.0,1.0,1.0
5531,theyre,18.0,7.0,25.0
5532,bored,1.0,2.0,3.0
5533,furious,1.0,0.0,1.0
5534,interacting,1.0,0.0,1.0
5535,respectswavey,1.0,0.0,1.0
5536,hadanyway,1.0,0.0,1.0
5537,wrote,7.0,3.0,10.0
5538,ed,1.0,0.0,1.0
5539,information,36.0,8.0,44.0
5540,disconnecting,1.0,1.0,2.0
5541,samsun,2.0,0.0,2.0
5542,yah,0.0,1.0,1.0
5543,sdmicrosdmmc,0.0,1.0,1.0
5544,alway,2.0,0.0,2.0
5545,stealwould,1.0,0.0,1.0
5546,badboys,1.0,0.0,1.0
5547,sluggishness,2.0,0.0,2.0
5548,tabletssamsung,1.0,0.0,1.0
5549,inlexington,0.0,1.0,1.0
5550,tx,2.0,0.0,2.0
5551,warnings,3.0,1.0,4.0
5552,added,51.0,2.0,53.0
5553,bible,1.0,0.0,1.0
5554,purched,1.0,0.0,1.0
5555,idiotic,1.0,0.0,1.0
5556,dealprice,1.0,0.0,1.0
5557,falling,2.0,0.0,2.0
5558,bcuz,0.0,1.0,1.0
5559,map,8.0,0.0,8.0
5560,anticipation,2.0,0.0,2.0
5561,eitherquite,0.0,1.0,1.0
5562,regularly,6.0,1.0,7.0
5563,poweruser,1.0,0.0,1.0
5564,faced,1.0,0.0,1.0
5565,speedyou,1.0,0.0,1.0
5566,onyl,1.0,0.0,1.0
5567,invoice,1.0,0.0,1.0
5568,spend,12.0,1.0,13.0
5569,decrypt,1.0,0.0,1.0
5570,brought,6.0,1.0,7.0
5571,attest,2.0,0.0,2.0
5572,leastprosphone,1.0,0.0,1.0
5573,association,2.0,0.0,2.0
5574,stereocolor,1.0,0.0,1.0
5575,drag,4.0,0.0,4.0
5576,approximately,1.0,2.0,3.0
5577,indicating,2.0,0.0,2.0
5578,instantly,28.0,0.0,28.0
5579,bumps,0.0,1.0,1.0
5580,booted,5.0,1.0,6.0
5581,max,23.0,3.0,26.0
5582,persons,1.0,1.0,2.0
5583,investigation,0.0,3.0,3.0
5584,muchthis,1.0,0.0,1.0
5585,surfacenote,1.0,0.0,1.0
5586,fkang,0.0,1.0,1.0
5587,hello,1.0,2.0,3.0
5588,turn,15.0,5.0,20.0
5589,capitalism,1.0,0.0,1.0
5590,weird,2.0,1.0,3.0
5591,xgb,0.0,1.0,1.0
5592,producttranscend,0.0,1.0,1.0
5593,pricesizespeed,1.0,0.0,1.0
5594,cardwhen,1.0,0.0,1.0
5595,playerand,1.0,0.0,1.0
5596,phantom,4.0,0.0,4.0
5597,recomiendo,1.0,0.0,1.0
5598,transferread,1.0,0.0,1.0
5599,unpacked,1.0,0.0,1.0
5600,gems,2.0,0.0,2.0
5601,sellers,4.0,0.0,4.0
5602,viewingediting,1.0,0.0,1.0
5603,sdsdquig,0.0,1.0,1.0
5604,arehaving,1.0,0.0,1.0
5605,miles,0.0,1.0,1.0
5606,anything,129.0,28.0,157.0
5607,usersi,1.0,0.0,1.0
5608,hd,168.0,13.0,181.0
5609,vacations,1.0,0.0,1.0
5610,traffic,1.0,0.0,1.0
5611,noe,2.0,0.0,2.0
5612,keepiacuteng,1.0,0.0,1.0
5613,ion,1.0,1.0,2.0
5614,doesnt,81.0,37.0,118.0
5615,figured,18.0,6.0,24.0
5616,canon,45.0,2.0,47.0
5617,environmentsi,1.0,0.0,1.0
5618,liked,12.0,3.0,15.0
5619,sandiskfrom,0.0,1.0,1.0
5620,slouch,1.0,0.0,1.0
5621,spreadsheets,1.0,0.0,1.0
5622,tapped,1.0,0.0,1.0
5623,paired,2.0,0.0,2.0
5624,unchanged,1.0,0.0,1.0
5625,tests,30.0,7.0,37.0
5626,crashed,3.0,7.0,10.0
5627,mdmory,0.0,1.0,1.0
5628,hiding,1.0,0.0,1.0
5629,sixmonths,1.0,0.0,1.0
5630,arounf,1.0,0.0,1.0
5631,commercially,1.0,0.0,1.0
5632,write,184.0,58.0,242.0
5633,junk,7.0,5.0,12.0
5634,problemthis,1.0,0.0,1.0
5635,picturesfor,1.0,0.0,1.0
5636,instructed,1.0,1.0,2.0
5637,hitting,1.0,0.0,1.0
5638,samsunb,1.0,0.0,1.0
5639,sizethe,1.0,1.0,2.0
5640,gamble,2.0,1.0,3.0
5641,opportunity,3.0,0.0,3.0
5642,theres,35.0,5.0,40.0
5643,for,2.0,0.0,2.0
5644,covering,1.0,1.0,2.0
5645,concernedprosthe,1.0,0.0,1.0
5646,meh,1.0,0.0,1.0
5647,needlessly,0.0,1.0,1.0
5648,eats,1.0,0.0,1.0
5649,inchand,1.0,0.0,1.0
5650,hq,2.0,0.0,2.0
5651,stilldont,1.0,0.0,1.0
5652,realize,7.0,2.0,9.0
5653,skiing,2.0,0.0,2.0
5654,futurama,1.0,0.0,1.0
5655,look,40.0,12.0,52.0
5656,less,78.0,28.0,106.0
5657,fatfat,1.0,0.0,1.0
5658,requiredtrusted,1.0,0.0,1.0
5659,youimho,1.0,0.0,1.0
5660,happyof,1.0,0.0,1.0
5661,razr,22.0,6.0,28.0
5662,camerathe,1.0,0.0,1.0
5663,warrenty,0.0,1.0,1.0
5664,xperia,12.0,2.0,14.0
5665,oddities,1.0,0.0,1.0
5666,retailers,5.0,0.0,5.0
5667,tricks,1.0,0.0,1.0
5668,firstand,1.0,0.0,1.0
5669,amamzon,0.0,1.0,1.0
5670,complexity,1.0,0.0,1.0
5671,flashdrivetestervexe,0.0,1.0,1.0
5672,packed,6.0,2.0,8.0
5673,doubts,2.0,0.0,2.0
5674,flawlesslyim,1.0,0.0,1.0
5675,picturealso,1.0,0.0,1.0
5676,dollars,13.0,3.0,16.0
5677,blowing,1.0,0.0,1.0
5678,uses,26.0,4.0,30.0
5679,dslrs,4.0,2.0,6.0
5680,careful,14.0,2.0,16.0
5681,expectedwhile,0.0,1.0,1.0
5682,experiencei,0.0,1.0,1.0
5683,issuesi,1.0,0.0,1.0
5684,hdd,5.0,2.0,7.0
5685,gbgb,1.0,0.0,1.0
5686,errorswhat,0.0,1.0,1.0
5687,usefull,2.0,0.0,2.0
5688,bufferthere,1.0,0.0,1.0
5689,whirl,1.0,0.0,1.0
5690,parallel,0.0,1.0,1.0
5691,unhappy,1.0,1.0,2.0
5692,clicking,2.0,0.0,2.0
5693,worrythe,1.0,0.0,1.0
5694,loved,9.0,0.0,9.0
5695,connect,8.0,1.0,9.0
5696,dji,2.0,0.0,2.0
5697,ofoverall,1.0,0.0,1.0
5698,constantly,11.0,2.0,13.0
5699,cell,94.0,9.0,103.0
5700,oscillating,0.0,1.0,1.0
5701,critters,1.0,0.0,1.0
5702,exceptionthe,1.0,0.0,1.0
5703,freeware,2.0,0.0,2.0
5704,unreal,1.0,0.0,1.0
5705,devicefrustration,1.0,0.0,1.0
5706,source,7.0,1.0,8.0
5707,starsplus,1.0,0.0,1.0
5708,reused,1.0,0.0,1.0
5709,entertained,1.0,0.0,1.0
5710,filesmusicphotos,1.0,0.0,1.0
5711,trucks,1.0,0.0,1.0
5712,extends,2.0,0.0,2.0
5713,stills,5.0,0.0,5.0
5714,cardall,1.0,0.0,1.0
5715,hitchi,0.0,1.0,1.0
5716,decrease,1.0,0.0,1.0
5717,escondido,1.0,0.0,1.0
5718,controller,2.0,0.0,2.0
5719,dowloads,1.0,0.0,1.0
5720,albeit,1.0,1.0,2.0
5721,comparisons,1.0,0.0,1.0
5722,timeupdate,1.0,0.0,1.0
5723,eithertaking,0.0,1.0,1.0
5724,handlerecognize,1.0,0.0,1.0
5725,pricepoint,1.0,0.0,1.0
5726,appliance,2.0,0.0,2.0
5727,disclosure,1.0,0.0,1.0
5728,sharp,2.0,0.0,2.0
5729,posted,6.0,1.0,7.0
5730,mailed,2.0,0.0,2.0
5731,pone,1.0,0.0,1.0
5732,midland,1.0,0.0,1.0
5733,angryto,1.0,0.0,1.0
5734,horribly,1.0,1.0,2.0
5735,unlocked,4.0,1.0,5.0
5736,blue,3.0,1.0,4.0
5737,gbi,4.0,1.0,5.0
5738,adapterbased,1.0,0.0,1.0
5739,counterfeits,2.0,1.0,3.0
5740,kread,1.0,0.0,1.0
5741,stuffi,1.0,0.0,1.0
5742,samsungandroid,1.0,0.0,1.0
5743,transporting,1.0,0.0,1.0
5744,naming,1.0,0.0,1.0
5745,bueno,4.0,0.0,4.0
5746,gx,1.0,0.0,1.0
5747,unpatched,0.0,1.0,1.0
5748,locking,1.0,1.0,2.0
5749,samasun,1.0,0.0,1.0
5750,shippingorder,1.0,0.0,1.0
5751,edition,55.0,9.0,64.0
5752,snowboarding,2.0,0.0,2.0
5753,planty,1.0,0.0,1.0
5754,guynote,1.0,0.0,1.0
5755,expectedthe,1.0,1.0,2.0
5756,backtoback,1.0,0.0,1.0
5757,dss,1.0,0.0,1.0
5758,produce,3.0,0.0,3.0
5759,ridiculous,3.0,1.0,4.0
5760,deceive,1.0,0.0,1.0
5761,vandroid,0.0,1.0,1.0
5762,productdid,1.0,0.0,1.0
5763,acting,2.0,6.0,8.0
5764,surveillance,5.0,0.0,5.0
5765,resolve,4.0,2.0,6.0
5766,purhased,0.0,1.0,1.0
5767,trhgtr,1.0,0.0,1.0
5768,rimetterla,1.0,0.0,1.0
5769,um,0.0,1.0,1.0
5770,severalyearold,1.0,0.0,1.0
5771,directory,2.0,2.0,4.0
5772,sdxcworks,1.0,0.0,1.0
5773,videos,246.0,19.0,265.0
5774,surely,2.0,1.0,3.0
5775,mytouch,2.0,0.0,2.0
5776,extremly,1.0,0.0,1.0
5777,nueva,1.0,0.0,1.0
5778,shrinks,1.0,0.0,1.0
5779,gpe,1.0,0.0,1.0
5780,cats,1.0,0.0,1.0
5781,disappointedtry,0.0,1.0,1.0
5782,semi,1.0,0.0,1.0
5783,repeat,1.0,2.0,3.0
5784,guam,1.0,0.0,1.0
5785,specialjust,1.0,0.0,1.0
5786,distributed,0.0,1.0,1.0
5787,rate,49.0,8.0,57.0
5788,hub,1.0,0.0,1.0
5789,nafter,1.0,0.0,1.0
5790,acquire,0.0,2.0,2.0
5791,therewith,1.0,0.0,1.0
5792,crack,3.0,0.0,3.0
5793,crossing,1.0,0.0,1.0
5794,moment,14.0,3.0,17.0
5795,didt,1.0,0.0,1.0
5796,screened,1.0,0.0,1.0
5797,doesbefore,1.0,0.0,1.0
5798,suntil,0.0,1.0,1.0
5799,springtime,0.0,1.0,1.0
5800,left,44.0,4.0,48.0
5801,handy,28.0,1.0,29.0
5802,swipe,1.0,0.0,1.0
5803,greedy,2.0,0.0,2.0
5804,upsetbasically,0.0,1.0,1.0
5805,problemnote,0.0,1.0,1.0
5806,pennywise,1.0,0.0,1.0
5807,loop,2.0,1.0,3.0
5808,highdefinition,3.0,0.0,3.0
5809,coolpix,1.0,0.0,1.0
5810,location,4.0,0.0,4.0
5811,phoneif,1.0,0.0,1.0
5812,stalling,1.0,0.0,1.0
5813,ejection,0.0,1.0,1.0
5814,captivate,2.0,0.0,2.0
5815,itnota,1.0,0.0,1.0
5816,admitted,0.0,2.0,2.0
5817,elsewhere,5.0,3.0,8.0
5818,bam,2.0,1.0,3.0
5819,heres,3.0,0.0,3.0
5820,kind,28.0,5.0,33.0
5821,happenedtried,0.0,1.0,1.0
5822,sequence,1.0,0.0,1.0
5823,intention,1.0,0.0,1.0
5824,fashion,1.0,0.0,1.0
5825,sells,6.0,0.0,6.0
5826,lineafter,1.0,0.0,1.0
5827,awry,1.0,0.0,1.0
5828,kbytesecsize,1.0,0.0,1.0
5829,preshipped,0.0,1.0,1.0
5830,prefer,13.0,1.0,14.0
5831,valuethe,1.0,0.0,1.0
5832,spacegot,1.0,0.0,1.0
5833,purchaseneeded,1.0,0.0,1.0
5834,reliable,174.0,16.0,190.0
5835,handythe,1.0,0.0,1.0
5836,minhas,1.0,0.0,1.0
5837,error,22.0,22.0,44.0
5838,xacti,1.0,0.0,1.0
5839,sndisk,0.0,1.0,1.0
5840,august,1.0,3.0,4.0
5841,legcomes,1.0,0.0,1.0
5842,row,3.0,0.0,3.0
5843,hw,1.0,0.0,1.0
5844,greatcons,1.0,0.0,1.0
5845,accessoryalternative,1.0,0.0,1.0
5846,thingi,1.0,0.0,1.0
5847,thresholdi,0.0,1.0,1.0
5848,going,85.0,36.0,121.0
5849,thetab,1.0,0.0,1.0
5850,tiger,1.0,0.0,1.0
5851,bizillion,1.0,0.0,1.0
5852,copes,1.0,0.0,1.0
5853,shame,4.0,2.0,6.0
5854,funtion,0.0,1.0,1.0
5855,iconia,5.0,2.0,7.0
5856,apple,9.0,3.0,12.0
5857,diskits,1.0,0.0,1.0
5858,roi,1.0,0.0,1.0
5859,playbackthe,1.0,0.0,1.0
5860,memo,6.0,0.0,6.0
5861,fianceacutee,1.0,0.0,1.0
5862,dropped,18.0,4.0,22.0
5863,night,5.0,2.0,7.0
5864,automount,1.0,0.0,1.0
5865,pan,1.0,0.0,1.0
5866,efficientand,1.0,0.0,1.0
5867,blackno,1.0,0.0,1.0
5868,correctly,9.0,4.0,13.0
5869,sed,1.0,0.0,1.0
5870,frees,1.0,0.0,1.0
5871,pattern,0.0,1.0,1.0
5872,frequency,2.0,0.0,2.0
5873,na,3.0,0.0,3.0
5874,additionals,1.0,0.0,1.0
5875,fuze,3.0,0.0,3.0
5876,linear,1.0,0.0,1.0
5877,abroad,1.0,0.0,1.0
5878,competitor,1.0,0.0,1.0
5879,welcomed,2.0,0.0,2.0
5880,sanddisk,1.0,1.0,2.0
5881,freaking,1.0,0.0,1.0
5882,offroad,1.0,1.0,2.0
5883,quad,4.0,0.0,4.0
5884,persists,0.0,2.0,2.0
5885,month,41.0,27.0,68.0
5886,completewith,1.0,0.0,1.0
5887,fon,1.0,0.0,1.0
5888,product,399.0,64.0,463.0
5889,finishes,0.0,1.0,1.0
5890,kumar,1.0,0.0,1.0
5891,galaxysto,1.0,0.0,1.0
5892,willingly,1.0,0.0,1.0
5893,slightly,10.0,3.0,13.0
5894,uncle,1.0,0.0,1.0
5895,fastest,40.0,2.0,42.0
5896,untouchable,0.0,1.0,1.0
5897,runs,26.0,3.0,29.0
5898,simplenot,1.0,0.0,1.0
5899,ive,305.0,48.0,353.0
5900,products,126.0,25.0,151.0
5901,chat,2.0,1.0,3.0
5902,painless,1.0,2.0,3.0
5903,replacing,6.0,2.0,8.0
5904,terabyte,2.0,0.0,2.0
5905,methe,3.0,0.0,3.0
5906,timeminus,1.0,0.0,1.0
5907,er,1.0,0.0,1.0
5908,merges,0.0,1.0,1.0
5909,samsungs,5.0,2.0,7.0
5910,liquidsmooth,1.0,0.0,1.0
5911,jiggle,0.0,1.0,1.0
5912,goi,2.0,1.0,3.0
5913,xt,2.0,1.0,3.0
5914,forums,5.0,12.0,17.0
5915,opt,1.0,0.0,1.0
5916,sun,2.0,0.0,2.0
5917,advertises,1.0,1.0,2.0
5918,bulk,3.0,2.0,5.0
5919,redone,0.0,1.0,1.0
5920,cardsall,1.0,0.0,1.0
5921,perceived,0.0,1.0,1.0
5922,myexcellent,1.0,0.0,1.0
5923,sdcgblast,0.0,1.0,1.0
5924,perseus,1.0,0.0,1.0
5925,sqn,1.0,0.0,1.0
5926,contained,1.0,2.0,3.0
5927,stage,1.0,0.0,1.0
5928,sectorsi,1.0,0.0,1.0
5929,particularly,7.0,0.0,7.0
5930,saidthis,1.0,0.0,1.0
5931,worldthese,1.0,0.0,1.0
5932,creepy,1.0,0.0,1.0
5933,workmanship,1.0,0.0,1.0
5934,cardits,1.0,0.0,1.0
5935,utility,12.0,5.0,17.0
5936,didits,1.0,0.0,1.0
5937,nonetheless,2.0,1.0,3.0
5938,resets,0.0,1.0,1.0
5939,cvs,1.0,0.0,1.0
5940,sneakernet,1.0,0.0,1.0
5941,thanksdedit,0.0,1.0,1.0
5942,pricegave,1.0,0.0,1.0
